seed,episode,phase,split,method,embodiment,pusher_radius,pusher_mass,actuator_kp,object_mass,object_friction,candidate_count,candidate,angle_offset_deg,offset,distance,success,energy,oracle_energy,energy_regret,predicted_energy,token_mean_energy,token_uncertainty,robust_anchor_weight,final_distance,normalized_progress,failure,contact_steps,normal_impulse,tangent_impulse,yaw_abs,source_mean_energy,source_worst_energy,source_cvar_energy,source_std_energy,geom_score,ablation
0,0,early,combined_shift,rc_fev_v5,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.167785,0.246654,0.096339,0.523581,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,rc_fev_no_online,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.167785,0.246654,0.096339,0.523581,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,rc_fev_no_robust_anchor,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.161226,0.246654,0.096339,0.000000,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,rc_fev_no_embodiment_normalization,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.164925,0.219728,0.095805,0.522925,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,rc_fev_no_tangent_rotation_features,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.168255,0.240237,0.114785,0.545442,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,action_only_vocabulary,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.175449,0.295088,0.156388,0.589661,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,small_vocabulary_k3,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.168208,0.247119,0.102382,0.530910,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,cefv_v4,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.294309,0.246654,0.001346,0.000000,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,robust_domain_randomized_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.000000,0.000000,0.000000,0.000000,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,cvar_domain_randomized_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,33,20.000000,0.026000,0.381801,0.000000,0.173166,0.053580,0.119586,0.000000,0.000000,0.000000,0.000000,0.113411,0.768307,0.000000,13,0.709018,0.339047,1.411773,0.114749,0.173753,0.154965,0.035303,0.254088,True
0,0,early,combined_shift,oracle_embodiment_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.440000,0.120000,45,34,20.000000,0.026000,0.509068,1.000000,0.053580,0.053580,0.000000,0.000000,0.000000,0.000000,0.000000,0.029018,0.940717,0.000000,10,0.780903,0.377538,0.326447,0.142708,0.214897,0.192026,0.046760,0.244256,True
0,1,early,combined_shift,rc_fev_v5,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.167972,0.252906,0.112340,0.534297,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,rc_fev_no_online,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.168110,0.252852,0.112340,0.542630,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,rc_fev_no_robust_anchor,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.156549,0.252971,0.112340,0.000000,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,rc_fev_no_embodiment_normalization,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.166742,0.237921,0.116170,0.538691,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,rc_fev_no_tangent_rotation_features,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.167625,0.249915,0.111822,0.533698,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,action_only_vocabulary,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.160315,0.200032,0.084670,0.508947,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,small_vocabulary_k3,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.165604,0.244162,0.093265,0.511455,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,cefv_v4,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,33,20.000000,0.026000,0.336798,0.000000,0.235160,0.089536,0.145625,0.286184,0.227093,0.002610,0.000000,0.134803,0.687807,0.000000,14,0.993557,0.475319,2.586683,0.164476,0.203151,0.197507,0.027683,0.232315,True
0,1,early,combined_shift,robust_domain_randomized_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.000000,0.000000,0.000000,0.000000,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,cvar_domain_randomized_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,18,0.000000,-0.026000,0.336798,0.000000,0.183519,0.089536,0.093983,0.000000,0.000000,0.000000,0.000000,0.121832,0.717845,0.000000,22,1.051270,0.961626,1.499871,0.133309,0.178026,0.154568,0.023421,0.096469,True
0,1,early,combined_shift,oracle_embodiment_mpc,heldout_weak_actuator,0.027000,0.200000,320.000000,0.280000,1.350000,45,21,0.000000,0.000000,0.336798,1.000000,0.089536,0.089536,0.000000,0.000000,0.000000,0.000000,0.000000,0.017206,0.960152,0.000000,22,1.002537,0.244951,1.810807,0.184957,0.215490,0.208170,0.023652,0.094994,True
0,2,early,combined_shift,rc_fev_v5,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.158786,0.255313,0.101880,0.513641,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
0,2,early,combined_shift,rc_fev_no_online,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.158405,0.254248,0.101996,0.530446,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
0,2,early,combined_shift,rc_fev_no_robust_anchor,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,9,-20.000000,-0.026000,0.340772,0.000000,0.207365,0.081341,0.126024,0.163112,0.250920,0.096494,0.000000,0.124134,0.715866,0.000000,16,1.308974,0.603272,2.115688,0.126773,0.184245,0.154276,0.029580,0.234238,True
0,2,early,combined_shift,rc_fev_no_embodiment_normalization,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.156837,0.237132,0.101155,0.512769,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
0,2,early,combined_shift,rc_fev_no_tangent_rotation_features,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.158066,0.245936,0.108935,0.522004,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
0,2,early,combined_shift,action_only_vocabulary,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.160336,0.262954,0.133989,0.566676,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
0,2,early,combined_shift,small_vocabulary_k3,heldout_needle_light,0.018000,0.120000,405.000000,0.440000,0.950000,45,33,20.000000,0.026000,0.340772,0.000000,0.192051,0.081341,0.110710,0.157683,0.250110,0.088358,0.496975,0.134544,0.692040,0.000000,16,1.222089,0.496707,1.376031,0.133470,0.154712,0.147425,0.013592,0.234238,True
